fid,סמל ועדה,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל
"227","2",יהודה,"2610",בית שמש,87,"48","יואל הנביא,5 ",חמדת - עץ הדעת, , ,"552"
"228","2",יהודה,"2610",בית שמש,88.1,"47","יונה בן אמיתי,4 ",גן ילדים בית יעקב, , ,"647"
"229","2",יהודה,"2610",בית שמש,88.2,"47","יונה בן אמיתי,4 ",גן ילדים בית יעקב, , ,"647"
"230","2",יהודה,"2610",בית שמש,88.3,"47","יונה בן אמיתי,4 ",גן ילדים בית יעקב, , ,"645"
"231","2",יהודה,"2610",בית שמש,93.1,"49","נחל דולב,16 ",מתנס גוונים,כ,כ,"492"
"232","2",יהודה,"2610",בית שמש,93.2,"49","נחל דולב,16 ",מתנס גוונים,כ, ,"492"
"233","2",יהודה,"2610",בית שמש,93.3,"49","נחל דולב,16 ",מתנס גוונים, , ,"492"
"234","2",יהודה,"2610",בית שמש,106,"65","בעל הסולם,3 ",גן ילדים בעל הסולם, , ,"625"
"235","2",יהודה,"2610",בית שמש,111.1,"59","הרב איידלשטיין,8 ",גן ילדים שכ רמת אברהם, , ,"533"
"236","2",יהודה,"2610",בית שמש,111.2,"59","הרב איידלשטיין,8 ",גן ילדים שכ רמת אברהם, , ,"532"
"237","2",יהודה,"2610",בית שמש,114.1,"63","מרים הנביאה,15 ",מעון קינדרלך, , ,"553"
"238","2",יהודה,"2610",בית שמש,114.2,"63","מרים הנביאה,15 ",מעון קינדרלך, , ,"553"
"239","2",יהודה,"2610",בית שמש,114.3,"63","מרים הנביאה,15 ",מעון קינדרלך, , ,"553"
"240","2",יהודה,"2610",בית שמש,114.4,"63","מרים הנביאה,15 ",מעון קינדרלך, , ,"551"
"241","2",יהודה,"2610",בית שמש,116,"48","יואל הנביא,5 ",חמדת - עץ הדעת, , ,"522"
"242","2",יהודה,"2610",בית שמש,118.1,"56",מר עוקבא,גן ילדים עץ הדעת, , ,"640"
"243","2",יהודה,"2610",בית שמש,118.2,"56",מר עוקבא,גן ילדים עץ הדעת, , ,"640"
"244","2",יהודה,"2610",בית שמש,118.3,"56",מר עוקבא,גן ילדים עץ הדעת, , ,"640"
"245","2",יהודה,"3780",ביתר עילית,19.1,"16","קדושת לוי,59 ",סמינר בית יעקב,כ,כ,"539"
"246","2",יהודה,"3780",ביתר עילית,19.2,"16","קדושת לוי,59 ",סמינר בית יעקב,כ, ,"539"
"247","2",יהודה,"3780",ביתר עילית,19.3,"16","קדושת לוי,59 ",סמינר בית יעקב, , ,"539"
"248","2",יהודה,"3780",ביתר עילית,19.4,"16","קדושת לוי,59 ",סמינר בית יעקב, , ,"536"
"249","2",יהודה,"3780",ביתר עילית,29.1,"29","אמרי סופר,3 ",גן ילדים פתחיה,כ,כ,"403"
"250","2",יהודה,"3780",ביתר עילית,29.2,"29","אמרי סופר,3 ",גן ילדים פתחיה, , ,"402"
"251","2",יהודה,"3780",ביתר עילית,32.1,"22","כנסת מרדכי,8 ",סמינר בית-ברכה,כ,כ,"602"
"252","2",יהודה,"3780",ביתר עילית,32.2,"22","כנסת מרדכי,8 ",סמינר בית-ברכה,כ, ,"602"
"253","2",יהודה,"3780",ביתר עילית,32.3,"22","כנסת מרדכי,8 ",סמינר בית-ברכה, , ,"602"
"254","2",יהודה,"3780",ביתר עילית,32.4,"22","כנסת מרדכי,8 ",סמינר בית-ברכה, , ,"602"
"255","2",יהודה,"3780",ביתר עילית,32.5,"22","כנסת מרדכי,8 ",סמינר בית-ברכה, , ,"602"
"256","2",יהודה,"3780",ביתר עילית,43.1,"15","פחד יצחק,30 ",בית יעקב נאות רחל,כ,כ,"695"
"257","2",יהודה,"3780",ביתר עילית,43.2,"15","פחד יצחק,30 ",בית יעקב נאות רחל,כ, ,"695"
"258","2",יהודה,"3780",ביתר עילית,43.3,"15","פחד יצחק,30 ",בית יעקב נאות רחל,כ, ,"695"
"259","2",יהודה,"3780",ביתר עילית,43.4,"15","פחד יצחק,30 ",בית יעקב נאות רחל,כ, ,"695"
"260","2",יהודה,"3780",ביתר עילית,43.5,"15","פחד יצחק,30 ",בית יעקב נאות רחל, , ,"693"
"261","2",יהודה,"3780",ביתר עילית,46.1,"20","קדושת לוי,64 ",נתיבות-חכמה,כ,כ,"524"
"262","2",יהודה,"3780",ביתר עילית,46.2,"20","קדושת לוי,64 ",נתיבות-חכמה, , ,"524"
"263","2",יהודה,"3780",ביתר עילית,46.3,"20","קדושת לוי,64 ",נתיבות-חכמה, , ,"524"
"264","2",יהודה,"864",בקוע,1,"2",בקוע,גן דרור - מול בית מספר 63,כ,כ,"571"
"265","2",יהודה,"823",בר גיורא,1,"1",בר גיורא,מזכירות, , ,"431"
"266","2",יהודה,"3794",בת עין,1,"1",בת עין,אולם רב תכליתי,כ,כ,"495"
"267","2",יהודה,"3794",בת עין,2,"1",בת עין,אולם רב תכליתי, , ,"465"
"268","2",יהודה,"3763",גבע בנימין,1,"2",סביון,מועדון ילדים - ילדודס, , ,"445"
"269","2",יהודה,"3763",גבע בנימין,4.1,"1","כלנית,2 ",בית ספר אדם ועולמו,כ,כ,"615"
"270","2",יהודה,"3763",גבע בנימין,4.2,"1","כלנית,2 ",בית ספר אדם ועולמו, , ,"615"
"271","2",יהודה,"3763",גבע בנימין,4.3,"1","כלנית,2 ",בית ספר אדם ועולמו, , ,"615"
"272","2",יהודה,"3763",גבע בנימין,4.4,"1","כלנית,2 ",בית ספר אדם ועולמו, , ,"615"
"273","2",יהודה,"3763",גבע בנימין,4.5,"1","כלנית,2 ",בית ספר אדם ועולמו, , ,"613"
"274","2",יהודה,"3644",גבעון החדשה,1,"1","כליל החורש,24 ",מועדון-אולם אירועים,כ,כ,"478"
"275","2",יהודה,"3644",גבעון החדשה,2,"1","כליל החורש,24 ",מועדון-אולם אירועים,כ, ,"480"
"276","2",יהודה,"3730",גבעת זאב,6,"3","ערוגות,4 ",בית הספר אופק (ממד אגמים לשעבר,כ,כ,"584"
"277","2",יהודה,"3730",גבעת זאב,9,"3","ערוגות,4 ",בית הספר אופק (ממד אגמים לשעבר,כ, ,"643"
"278","2",יהודה,"3730",גבעת זאב,11,"3","ערוגות,4 ",בית הספר אופק (ממד אגמים לשעבר, , ,"639"
"279","2",יהודה,"787",גבעת יערים,1,"1",גבעת יערים,מועדון (בית העם),כ,כ,"534"
"280","2",יהודה,"787",גבעת יערים,2,"1",גבעת יערים,מועדון (בית העם), , ,"382"
"281","2",יהודה,"919",גבעת ישעיהו,1,"2",גבעת ישעיהו,בית העם, , ,"506"
"282","2",יהודה,"1043",גיזו,1,"2",גיזו,מועדון בית הקהילה,כ,כ,"150"
"283","2",יהודה,"3606",גלגל,1,"1",גלגל,מועדון - אולם גדול,כ,כ,"158"
"284","2",יהודה,"39",גפן,1,"1",גפן,מזכירות,כ,כ,"270"
"285","2",יהודה,"3603",הר גילה,1.1,"1","משעול הסלעית,24 ",במועדון הישוב,כ,כ,"530"
"286","2",יהודה,"3603",הר גילה,1.2,"1","משעול הסלעית,24 ",במועדון הישוב, , ,"529"
"287","2",יהודה,"464",הראל,1,"1",הראל,מועדון, , ,"236"
"288","2",יהודה,"3639",ורד יריחו,1,"1",ורד יריחו,מזכירות, , ,"267"
"289","2",יהודה,"799",זכריה,1.1,"2",זכריה,בית העם,כ,כ,"384"
"290","2",יהודה,"799",זכריה,1.2,"2",זכריה,בית העם, , ,"383"
"291","2",יהודה,"816",זנוח,1,"2",זנוח,מרכז נוער,כ,כ,"407"
"292","2",יהודה,"3400",חברון,1,"1",חברון,מרכז ז'בוטינסקי,כ,כ,"338"
"293","2",יהודה,"3764",חגי,1,"1",חגי,מזכירות,כ,כ,"384"
"294","2",יהודה,"3788",טלמון,2.1,"1",טלמון,אולם אירועים, , ,"699"
"295","2",יהודה,"3788",טלמון,2.2,"1",טלמון,אולם אירועים, , ,"699"
"296","2",יהודה,"3788",טלמון,3,"2",נריה,אולם אירועים - הר המור,כ,כ,"638"
"297","2",יהודה,"3788",טלמון,4,"2",נריה,אולם אירועים - הר המור, , ,"588"
"298","2",יהודה,"1134",יד השמונה,1,"3",יד השמונה,בית הארחה - יד השמונה,כ,כ,"170"
"299","2",יהודה,"805",ישעי,1,"1",ישעי,בית העם,כ,כ,"576"
"300","2",יהודה,"3564",כוכב השחר,2.1,"1",כוכב השחר,אולם קטן ליד הספריה,כ,כ,"679"
"301","2",יהודה,"3564",כוכב השחר,2.2,"1",כוכב השחר,אולם קטן ליד הספריה, , ,"679"
"302","2",יהודה,"3779",כוכב יעקב,1,"5","אהבת ישראל,26 ",גני פייס בית יעקב,כ,כ,"669"
"303","2",יהודה,"3779",כוכב יעקב,5,"5","אהבת ישראל,26 ",גני פייס בית יעקב,כ, ,"622"
"304","2",יהודה,"859",כסלון,1,"1",כסלון,מזכירות,כ,כ,"303"
"305","2",יהודה,"3638",כפר אדומים,1,"4",נחל ערוגות,מועדון הישוב - נופי פרת, , ,"294"
"306","2",יהודה,"3638",כפר אדומים,4,"5",שכ אלון,מועדון רב תכליתי - אלון, , ,"547"
"307","2",יהודה,"364",כפר אוריה,1,"1",כפר אוריה,בית העם, , ,"551"
"308","2",יהודה,"3488",כפר עציון,1,"2",כפר עציון,אולם אירועים,כ,כ,"564"
"309","2",יהודה,"3766",כרמי צור,1,"1",כרמי צור,מועדון,כ,כ,"582"
"310","2",יהודה,"52",לוזית,1,"1",לוזית,מזכירות,כ,כ,"507"
"311","2",יהודה,"771",מבוא ביתר,1,"2",היער,גן אנפה,כ,כ,"675"
"312","2",יהודה,"1015",מבשרת ציון,5,"6","השלום,66 ",בית הספר השלום, , ,"657"
"313","2",יהודה,"1015",מבשרת ציון,6,"6","השלום,66 ",בית הספר השלום, , ,"685"
"314","2",יהודה,"1015",מבשרת ציון,9.1,"1","שד החוצבים,6 ",בית הספר תיכון הראל,כ,כ,"568"
"315","2",יהודה,"1015",מבשרת ציון,9.2,"1","שד החוצבים,6 ",בית הספר תיכון הראל, , ,"568"
"316","2",יהודה,"1015",מבשרת ציון,9.3,"1","שד החוצבים,6 ",בית הספר תיכון הראל, , ,"568"
"317","2",יהודה,"1015",מבשרת ציון,9.4,"1","שד החוצבים,6 ",בית הספר תיכון הראל, , ,"568"
"318","2",יהודה,"1015",מבשרת ציון,9.5,"1","שד החוצבים,6 ",בית הספר תיכון הראל, , ,"564"
"319","2",יהודה,"1015",מבשרת ציון,14,"6","השלום,66 ",בית הספר השלום, , ,"678"
"320","2",יהודה,"1015",מבשרת ציון,16,"6","השלום,66 ",בית הספר השלום,כ,כ,"537"
"321","2",יהודה,"1015",מבשרת ציון,21,"19","ענבר,2 ",גן חובה הקמץ, , ,"567"
"322","2",יהודה,"1015",מבשרת ציון,22,"11","ברקת,42 ",גן ילדים ברקת, , ,"686"
"323","2",יהודה,"1015",מבשרת ציון,24,"6","השלום,66 ",בית הספר השלום, , ,"625"
"324","2",יהודה,"1015",מבשרת ציון,27.1,"10",הבושם,גן ילדים, , ,"696"
"325","2",יהודה,"1015",מבשרת ציון,27.2,"10",הבושם,גן ילדים, , ,"696"
"326","2",יהודה,"1015",מבשרת ציון,28,"11","ברקת,42 ",גן ילדים ברקת,כ,כ,"490"
"327","2",יהודה,"1015",מבשרת ציון,29,"20",השקד,אשכול גני ילדים,כ,כ,"571"
"328","2",יהודה,"3561",מגדל עוז,1,"1",מגדל עוז,מבנה מרכזי אולם אירועים,כ,כ,"266"
"329","2",יהודה,"208",מוצא עילית,1.1,"5","האלונים,8 ",מתחם הגנים, , ,"392"
"330","2",יהודה,"208",מוצא עילית,1.2,"5","האלונים,8 ",מתחם הגנים, , ,"392"
"331","2",יהודה,"208",מוצא עילית,2,"2","מעלה הארז,18 ",בית הפיס לגיל הזהב,כ,כ,"443"
"332","2",יהודה,"776",מחסיה,1,"1",מחסיה,בית העם, , ,"311"
"333","2",יהודה,"822",מטע,1,"1",מטע,מזכירות, , ,"585"
"334","2",יהודה,"742",מסילת ציון,1.1,"1",מסילת ציון,בית העם/מועדון לחבר,כ,כ,"356"
"335","2",יהודה,"742",מסילת ציון,1.2,"1",מסילת ציון,בית העם/מועדון לחבר, , ,"355"
"336","2",יהודה,"3616",מעלה אדומים,14.1,"17","הר גדור,6 ",מרכז יובלים,כ,כ,"449"
"337","2",יהודה,"3616",מעלה אדומים,14.2,"17","הר גדור,6 ",מרכז יובלים, , ,"448"
"338","2",יהודה,"3616",מעלה אדומים,19,"19","דרך מצפה נבו,103 ",הישיבה התיכונית המדעית,כ,כ,"543"
"339","2",יהודה,"3616",מעלה אדומים,20,"19","דרך מצפה נבו,103 ",הישיבה התיכונית המדעית,כ, ,"580"
"340","2",יהודה,"3616",מעלה אדומים,44,"19","דרך מצפה נבו,103 ",הישיבה התיכונית המדעית, , ,"576"
"341","2",יהודה,"286",מעלה החמישה,1,"1",מעלה החמישה,מועדון לחבר, , ,"589"
"342","2",יהודה,"3752",מעלה לבונה,1,"2",מעלה לבונה,מבנה כיתות מיכלול,כ,כ,"461"
"343","2",יהודה,"3651",מעלה מכמש,1,"1",מעלה מכמש,מועדון הגורן, , ,"558"
"344","2",יהודה,"3651",מעלה מכמש,2,"1",מעלה מכמש,מועדון הגורן, , ,"518"
"345","2",יהודה,"3576",מצפה יריחו,1.1,"2",מצפה יריחו,מועדון פיס לנוער, , ,"700"
"346","2",יהודה,"3576",מצפה יריחו,1.2,"2",מצפה יריחו,מועדון פיס לנוער, , ,"699"
"347","2",יהודה,"3610",מצפה שלם,1,"1",מצפה שלם,מזכירות (חדר מועדון לחבר), , ,"265"
"348","2",יהודה,"3724",נגוהות,1,"1",נגוהות,ספריית נגוהות,כ,כ,"230"
"349","2",יהודה,"3573",נוה צוף,1.1,"2",נוה צוף,אולם אירועים - מתחת לבית הכנסת,כ,כ,"430"
"350","2",יהודה,"3573",נוה צוף,1.2,"2",נוה צוף,אולם אירועים - מתחת לבית הכנסת, , ,"392"
"351","2",יהודה,"405",נווה אילן,1.1,"1",נווה אילן,מועדון רקפת - בית העם,כ,כ,"368"
"352","2",יהודה,"405",נווה אילן,1.2,"1",נווה אילן,מועדון רקפת - בית העם, , ,"368"
"353","2",יהודה,"3725",נווה דניאל,1,"2",נחל המעיינות,אולם שמחות,כ,כ,"436"
"354","2",יהודה,"3725",נווה דניאל,2,"2",נחל המעיינות,אולם שמחות,כ, ,"631"
"355","2",יהודה,"3725",נווה דניאל,3,"2",נחל המעיינות,אולם שמחות,כ, ,"571"
"356","2",יהודה,"1071",נווה מיכאל,1,"1",נווה מיכאל,בית העם,כ,כ,"488"
"357","2",יהודה,"1259",נווה שלום,1,"1",נווה שלום,משרד לקשרי חוץ,כ,כ,"253"
"358","2",יהודה,"3726",נוקדים,2.1,"1",נוקדים,בנין רב תכליתי,כ,כ,"477"
"359","2",יהודה,"3726",נוקדים,2.2,"1",נוקדים,בנין רב תכליתי, , ,"477"
"360","2",יהודה,"3726",נוקדים,2.3,"1",נוקדים,בנין רב תכליתי, , ,"475"
"361","2",יהודה,"59",נחושה,1,"1",נחושה,בית העם - מזכירות,כ,כ,"427"
"362","2",יהודה,"59",נחושה,2,"1",נחושה,בית העם - מזכירות,כ, ,"463"
"363","2",יהודה,"3767",נחליאל,1,"1",נחליאל,גן שולי,כ,כ,"346"
"364","2",יהודה,"809",נחם,1,"1",נחם,בית החבר,כ,כ,"418"
"365","2",יהודה,"777",נחשון,1,"1",נחשון,בית הפיס לגיל הזהב,כ,כ,"478"
"366","2",יהודה,"1254",נטף,1,"1",נטף,גן חובה,כ,כ,"377"
"367","2",יהודה,"825",נס הרים,1,"1",נס הרים,בית העם, , ,"433"
"368","2",יהודה,"825",נס הרים,2,"1",נס הרים,בית העם, , ,"451"
"369","2",יהודה,"3555",נתיב הגדוד,1,"1",נתיב הגדוד,במועדון היישוב,כ,כ,"225"
"370","2",יהודה,"794",עגור,1,"2",עגור,בית העם,כ,כ,"327"
"371","2",יהודה,"3617",עופרה,2.1,"6",דן,מבנה רב תכליתי, , ,"422"
"372","2",יהודה,"3617",עופרה,2.2,"6",דן,מבנה רב תכליתי, , ,"421"
"373","2",יהודה,"3617",עופרה,3,"5",הדבש,מעון יום חדש,כ,כ,"574"
"374","2",יהודה,"3658",עטרת,1,"1",עטרת,מועדון,כ,כ,"327"
"375","2",יהודה,"3715",עלמון,1,"1",מורד נחל פרת,מועדון אירועים, , ,"469"
"376","2",יהודה,"3715",עלמון,2,"1",מורד נחל פרת,מועדון אירועים, , ,"568"
"377","2",יהודה,"3824",עמיחי,1,"1",עמיחי,מזכירות, , ,"100"
"378","2",יהודה,"779",עמינדב,1,"1",עמינדב,בית העם - באולם פעילות,כ,כ,"652"
"379","2",יהודה,"3723",פני חבר,1,"1",פני חבר,אולם שמחות,כ,כ,"267"
"380","2",יהודה,"3659",פסגות,1,"2",פסגות,בית ספר פסגות,כ,כ,"625"
"381","2",יהודה,"3659",פסגות,2,"2",פסגות,בית ספר פסגות, , ,"510"
"382","2",יהודה,"465",צובה,1,"1",צובה,מועדון (בית מיכאל עמיר),כ,כ,"612"
"383","2",יהודה,"796",צלפון,1,"1",צלפון,בית העם / סיפריה, , ,"696"
"384","2",יהודה,"1079",צפרירים,1,"1",צפרירים,בית העם,כ,כ,"332"
"385","2",יהודה,"567",צרעה,1,"2",צרעה,חדר האוכל,כ,כ,"429"
"386","2",יהודה,"567",צרעה,2,"2",צרעה,חדר האוכל,כ, ,"407"
"387","2",יהודה,"3781",קדר,1,"1","זריחה,1 ",אולם רב-תכליתי,כ, ,"511"
"388","2",יהודה,"3781",קדר,2,"1","זריחה,1 ",אולם רב-תכליתי,כ,כ,"573"
