fid,סמל ועדה,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל
"2965","17",אשקלון,"70",אשדוד,215.1,"75","הארז,6 ",בית ספר גאולים,כ,כ,"636"
"2966","17",אשקלון,"70",אשדוד,215.2,"75","הארז,6 ",בית ספר גאולים,כ, ,"636"
"2967","17",אשקלון,"70",אשדוד,215.3,"75","הארז,6 ",בית ספר גאולים,כ, ,"636"
"2968","17",אשקלון,"70",אשדוד,215.4,"75","הארז,6 ",בית ספר גאולים,כ, ,"636"
"2969","17",אשקלון,"70",אשדוד,215.5,"75","הארז,6 ",בית ספר גאולים,כ, ,"636"
"2970","17",אשקלון,"70",אשדוד,228,"59","העצמאות,54 ",מרכז להשכלת מבוגרים (אופק),כ,כ,"558"
"2971","17",אשקלון,"70",אשדוד,229,"59","העצמאות,54 ",מרכז להשכלת מבוגרים (אופק), , ,"557"
"2972","17",אשקלון,"70",אשדוד,254,"59","העצמאות,54 ",מרכז להשכלת מבוגרים (אופק), , ,"598"
"2973","17",אשקלון,"7100",אשקלון,14,"21","אבימלך,1 ",תלמוד תורה מעין חיים ושלום,כ, ,"680"
"2974","17",אשקלון,"7100",אשקלון,15,"21","אבימלך,1 ",תלמוד תורה מעין חיים ושלום,כ,כ,"512"
"2975","17",אשקלון,"7100",אשקלון,23,"85","הרב מימון,32 ",מרכז קהילתי בורטון/סיגר, , ,"660"
"2976","17",אשקלון,"7100",אשקלון,24,"28","מילרוד אליעזר,11 ",פלא יועץ (חבצלת לשעבר), , ,"638"
"2977","17",אשקלון,"7100",אשקלון,25,"21","אבימלך,1 ",תלמוד תורה מעין חיים ושלום,כ, ,"626"
"2978","17",אשקלון,"7100",אשקלון,28.1,"8","מילרוד אליעזר,1 ",אור חיה חבד בנות,כ,כ,"489"
"2979","17",אשקלון,"7100",אשקלון,28.2,"8","מילרוד אליעזר,1 ",אור חיה חבד בנות,כ, ,"489"
"2980","17",אשקלון,"7100",אשקלון,28.3,"8","מילרוד אליעזר,1 ",אור חיה חבד בנות,כ, ,"489"
"2981","17",אשקלון,"7100",אשקלון,37,"85","הרב מימון,32 ",מרכז קהילתי בורטון/סיגר,כ,כ,"569"
"2982","17",אשקלון,"7100",אשקלון,39,"28","מילרוד אליעזר,11 ",פלא יועץ (חבצלת לשעבר),כ,כ,"593"
"2983","17",אשקלון,"7100",אשקלון,40,"29","הנשיא,70 ",חווה חקלאית, , ,"560"
"2984","17",אשקלון,"7100",אשקלון,44.1,"32","הראל,8 ",קהילת נצח ישראל, , ,"686"
"2985","17",אשקלון,"7100",אשקלון,44.2,"32","הראל,8 ",קהילת נצח ישראל, , ,"686"
"2986","17",אשקלון,"7100",אשקלון,44.3,"32","הראל,8 ",קהילת נצח ישראל, , ,"686"
"2987","17",אשקלון,"7100",אשקלון,44.4,"32","הראל,8 ",קהילת נצח ישראל, , ,"686"
"2988","17",אשקלון,"7100",אשקלון,44.5,"32","הראל,8 ",קהילת נצח ישראל, , ,"685"
"2989","17",אשקלון,"7100",אשקלון,53,"37","בר כוכבא,209 ",בית קנדה,כ,כ,"583"
"2990","17",אשקלון,"7100",אשקלון,58,"16",שד שפירא,נצח ישראל החינוך העצמאי, , ,"590"
"2991","17",אשקלון,"7100",אשקלון,63,"16",שד שפירא,נצח ישראל החינוך העצמאי, , ,"610"
"2992","17",אשקלון,"7100",אשקלון,77,"29","הנשיא,70 ",חווה חקלאית, , ,"613"
"2993","17",אשקלון,"7100",אשקלון,81,"12","הסוכנות היהודית,14 ",מרכז טכנולוגי דתי אמית, , ,"614"
"2994","17",אשקלון,"7100",אשקלון,82,"12","הסוכנות היהודית,14 ",מרכז טכנולוגי דתי אמית, , ,"527"
"2995","17",אשקלון,"7100",אשקלון,86,"16",שד שפירא,נצח ישראל החינוך העצמאי, , ,"436"
"2996","17",אשקלון,"7100",אשקלון,120,"21","אבימלך,1 ",תלמוד תורה מעין חיים ושלום, , ,"591"
"2997","17",אשקלון,"7100",אשקלון,123,"101","השריונאים,3 ",גני חושן, , ,"616"
"2998","17",אשקלון,"7100",אשקלון,129,"29","הנשיא,70 ",חווה חקלאית, , ,"672"
"2999","17",אשקלון,"7100",אשקלון,130.1,"66",הגבורה,יד לבנים,כ,כ,"509"
"3000","17",אשקלון,"7100",אשקלון,130.2,"66",הגבורה,יד לבנים, , ,"508"
"3001","17",אשקלון,"7100",אשקלון,131.1,"103","הנשיא,63 ",בית עלי, , ,"360"
"3002","17",אשקלון,"7100",אשקלון,131.2,"103","הנשיא,63 ",בית עלי, , ,"359"
"3003","17",אשקלון,"7100",אשקלון,132,"42","אשדוד,1 ",גן ארגמן, , ,"794"
"3004","17",אשקלון,"7100",אשקלון,133,"81","אשדוד,1 ",ארגמן ב, , ,"695"
"3005","17",אשקלון,"7100",אשקלון,153,"21","אבימלך,1 ",תלמוד תורה מעין חיים ושלום, , ,"590"
"3006","17",אשקלון,"7100",אשקלון,154,"12","הסוכנות היהודית,14 ",מרכז טכנולוגי דתי אמית, , ,"681"
"3007","17",אשקלון,"7100",אשקלון,160.1,"89","שד עמק חפר,32 ",גני העוגן,כ,כ,"459"
"3008","17",אשקלון,"7100",אשקלון,160.2,"89","שד עמק חפר,32 ",גני העוגן, , ,"459"
"3009","17",אשקלון,"7100",אשקלון,190.1,"91","לייפר- מילר רחל,1 ",מרכז קהילתי וספורט הרצוג,כ,כ,"660"
"3010","17",אשקלון,"7100",אשקלון,190.2,"91","לייפר- מילר רחל,1 ",מרכז קהילתי וספורט הרצוג,כ, ,"660"
"3011","17",אשקלון,"7100",אשקלון,190.3,"91","לייפר- מילר רחל,1 ",מרכז קהילתי וספורט הרצוג, , ,"660"
"3012","17",אשקלון,"7100",אשקלון,190.4,"91","לייפר- מילר רחל,1 ",מרכז קהילתי וספורט הרצוג, , ,"659"
"3013","17",אשקלון,"7100",אשקלון,952,"41","אשדוד,1 ",גן לילך, , ,"710"
"3014","17",אשקלון,"1376",באר גנים,1,"1","באר גנים,16 ",בית ספר באר גנים,כ,כ,"523"
"3015","17",אשקלון,"1376",באר גנים,2,"1","באר גנים,16 ",בית ספר באר גנים, , ,"649"
"3016","17",אשקלון,"155",באר טוביה,1,"2",באר טוביה,בית העם- מניסה מצד בית הכנסת, , ,"425"
"3017","17",אשקלון,"155",באר טוביה,2,"3",באר טוביה,בית העם - כניסה ראשית,כ,כ,"424"
"3018","17",אשקלון,"234",ביצרון,1,"1",ביצרון,בית העם - כניסה מדלת ראשית,כ,כ,"424"
"3019","17",אשקלון,"234",ביצרון,2,"2",ביצרון,בית העם - כניסה מדלת ויטרינה, , ,"434"
"3020","17",אשקלון,"619",בית גוברין,1,"1",בית גוברין,מועדון,כ,כ,"302"
"3021","17",אשקלון,"16",בית ניר,1,"1",בית ניר,מועדון,כ,כ,"488"
"3022","17",אשקלון,"756",בית עזרא,1,"2",בית עזרא,בית העם - כניסה ראשית, , ,"362"
"3023","17",אשקלון,"756",בית עזרא,2,"3",בית עזרא,בית העם - כניסה אחורית, , ,"471"
"3024","17",אשקלון,"747",בית שקמה,1,"1",בית שקמה,בית העם, , ,"575"
"3025","17",אשקלון,"1368",בני דקלים,1.1,"1",בני דקלים,מועדון בני דקלים, , ,"367"
"3026","17",אשקלון,"1368",בני דקלים,1.2,"1",בני דקלים,מועדון בני דקלים, , ,"366"
"3027","17",אשקלון,"428",ברור חיל,1.1,"1",ברור חיל,חדר ישיבות,כ,כ,"391"
"3028","17",אשקלון,"428",ברור חיל,1.2,"1",ברור חיל,חדר ישיבות, , ,"390"
"3029","17",אשקלון,"746",ברכיה,1,"2",ברכיה,מועדון נוער,כ,כ,"338"
"3030","17",אשקלון,"746",ברכיה,2,"2",ברכיה,מועדון נוער, , ,"455"
"3031","17",אשקלון,"1323",בת הדר,1,"1",בת הדר,מועדון פיס לנוער,כ,כ,"511"
"3032","17",אשקלון,"424",גבים,1,"1",גבים,מזכירות-חדר ישיבות,כ,כ,"474"
"3033","17",אשקלון,"793",גבעתי,1,"1",גבעתי,מועדון הנוער,כ,כ,"677"
"3034","17",אשקלון,"342",גברעם,1,"1",גברעם,אולם המועדון,כ,כ,"419"
"3035","17",אשקלון,"706",גיאה,1,"1",גיאה,מועדון, , ,"574"
"3036","17",אשקלון,"393",גלאון,1,"1",גלאון,חדר ישיבות במזכירות,כ,כ,"480"
"3037","17",אשקלון,"340",גת (קיבוץ),1,"1",גת (קיבוץ),מועדון לחבר, , ,"624"
"3038","17",אשקלון,"336",דורות,1,"1",דורות,מועדון לחבר,כ,כ,"575"
"3039","17",אשקלון,"726",הודיה,1,"2",הודיה,בית העם,כ,כ,"535"
"3040","17",אשקלון,"1133",ורדון,1,"2",ורדון,מועדון, , ,"214"
"3041","17",אשקלון,"815",זבדיאל,1,"1",זבדיאל,מועדון,כ,כ,"447"
"3042","17",אשקלון,"44",זוהר,1,"1",זוהר,מועדון זוהר,כ,כ,"253"
"3043","17",אשקלון,"584",זיקים,1.1,"1",זיקים,בית הבנים-כניסה ראשית,כ,כ,"379"
"3044","17",אשקלון,"584",זיקים,1.2,"1",זיקים,בית הבנים-כניסה ראשית, , ,"378"
"3045","17",אשקלון,"818",זרחיה,1,"1",זרחיה,מועדון,כ,כ,"519"
"3046","17",אשקלון,"820",חלץ,1,"1",חלץ,מועדון - מול גן הילדים, , ,"367"
"3047","17",אשקלון,"700",חצב,1,"1",חצב,מזכירות,כ,כ,"369"
"3048","17",אשקלון,"700",חצב,2,"2",חצב,מועדון, , ,"534"
"3049","17",אשקלון,"406",חצור-אשדוד,1,"1",חצור-אשדוד,מועדון לחבר,כ,כ,"693"
"3050","17",אשקלון,"358",יד מרדכי,1.1,"2",יד מרדכי,אולם ספורט -חדר סנוקר,כ,כ,"363"
"3051","17",אשקלון,"358",יד מרדכי,1.2,"2",יד מרדכי,אולם ספורט -חדר סנוקר, , ,"362"
"3052","17",אשקלון,"775",יד נתן,1,"1",יד נתן,מועדון, , ,"419"
"3053","17",אשקלון,"811",יכיני,1,"1",יכיני,בית הקשיש,כ,כ,"482"
"3054","17",אשקלון,"2011",ינון,1,"1",ינון,מועדון,כ,כ,"445"
"3055","17",אשקלון,"2011",ינון,2,"2",ינון,בית העם, , ,"498"
"3056","17",אשקלון,"824",כוכב מיכאל,1.1,"1",כוכב מיכאל,מועדון ליד הספריה,כ,כ,"374"
"3057","17",אשקלון,"824",כוכב מיכאל,1.2,"1",כוכב מיכאל,מועדון ליד הספריה, , ,"374"
"3058","17",אשקלון,"690",כפר אחים,1,"1",כפר אחים,בית העם,כ,כ,"533"
"3059","17",אשקלון,"320",כפר ורבורג,1,"1",כפר ורבורג,מועדון,כ,כ,"510"
"3060","17",אשקלון,"320",כפר ורבורג,2,"1",כפר ורבורג,מועדון, , ,"343"
"3061","17",אשקלון,"274",כפר מנחם,1,"1",כפר מנחם,מועדון,כ,כ,"461"
"3062","17",אשקלון,"274",כפר מנחם,2,"1",כפר מנחם,מועדון, , ,"479"
"3063","17",אשקלון,"107",כפר סילבר,1,"2",כפר סילבר,ספריה, , ,"85"
"3064","17",אשקלון,"845",כפר עזה,1.1,"1",כפר עזה,מועדון לחבר - אולם ראשי,כ,כ,"384"
"3065","17",אשקלון,"845",כפר עזה,1.2,"1",כפר עזה,מועדון לחבר - אולם ראשי, , ,"384"
"3066","17",אשקלון,"1374",כרמי קטיף,1,"1",כרמי קטיף,מזכירות,כ,כ,"336"
"3067","17",אשקלון,"768",כרמיה,1,"1",כרמיה,בית הבנים - מזכירות,כ,כ,"461"
"3068","17",אשקלון,"24",לכיש,1,"1",לכיש,מועדון ותיקים,כ,כ,"631"
"3069","17",אשקלון,"573",מבקיעים,1,"1",מבקיעים,מזכירות,כ,כ,"390"
"3070","17",אשקלון,"1414",מחנה מרים,1,"1",מחנה מרים,מועדון קצינים, , ,"83"
"3071","17",אשקלון,"2030",מנוחה,1,"2",מנוחה,אולם ליד בית כנסת תפארת נתנאל,כ,כ,"460"
"3072","17",אשקלון,"668",מפלסים,1.1,"1",מפלסים,מועדון לחבר בית קוטרון-כניסה א, , ,"361"
"3073","17",אשקלון,"668",מפלסים,1.2,"1",מפלסים,מועדון לחבר בית קוטרון-כניסה א, , ,"361"
"3074","17",אשקלון,"1098",מרכז שפירא,1.1,"2",מרכז שפירא,מועדון פיס, , ,"652"
"3075","17",אשקלון,"1098",מרכז שפירא,1.2,"2",מרכז שפירא,מועדון פיס, , ,"652"
"3076","17",אשקלון,"1098",מרכז שפירא,2,"1",מרכז שפירא,מועדון ותיקים, , ,"316"
"3077","17",אשקלון,"620",משואות יצחק,1,"1",משואות יצחק,מועדון לחבר,כ,כ,"450"
"3078","17",אשקלון,"791",משען,1.1,"1",משען,בית העם,כ,כ,"363"
"3079","17",אשקלון,"791",משען,1.2,"1",משען,בית העם, , ,"362"
"3080","17",אשקלון,"315",נגבה,1.1,"1",נגבה,מועדון,כ,כ,"363"
"3081","17",אשקלון,"315",נגבה,1.2,"1",נגבה,מועדון, , ,"363"
"3082","17",אשקלון,"309",נהורה,1,"1",נהורה,בית העם,כ,כ,"472"
"3083","17",אשקלון,"309",נהורה,2,"2",נהורה,בית ספר יסודי נהורה, , ,"500"
"3084","17",אשקלון,"55",נוגה,1,"1",נוגה,מועדון,כ,כ,"435"
"3085","17",אשקלון,"827",נווה מבטח,1,"1",נווה מבטח,מועדון נוער, , ,"509"
"3086","17",אשקלון,"15",נועם,1,"1",נועם,בית תרבות,כ,כ,"316"
"3087","17",אשקלון,"844",נחל עוז,1,"1",נחל עוז,מבואה של חדר האוכל,כ,כ,"355"
"3088","17",אשקלון,"2045",נחלה,1,"1",נחלה,מועדון, , ,"483"
"3089","17",אשקלון,"1369",נטע,1,"1","נטע,1 ",מועדון מול המזכירות,כ,כ,"344"
"3090","17",אשקלון,"1419",ניצן ב',1,"3",ניצן ב',מרכז מורשת קטיף, , ,"235"
"3091","17",אשקלון,"1419",ניצן ב',3,"5",ניצן ב',אוהל ליד מרכז מורשת קטיף, , ,"231"
"3092","17",אשקלון,"359",ניצנים,1,"1",ניצנים,מועדון בית הנצחה-בגב חדר אוכל,כ,כ,"445"
"3093","17",אשקלון,"553",ניר בנים,1,"1",ניר בנים,מועדון הלבן,כ,כ,"604"
"3094","17",אשקלון,"699",ניר ישראל,1,"1",ניר ישראל,בית העם,כ,כ,"616"
"3095","17",אשקלון,"348",ניר עם,1,"1",ניר עם,אולם המופעים -מועדון לחבר,כ,כ,"460"
"3096","17",אשקלון,"1242",נתיב העשרה,1.1,"1",נתיב העשרה,מועדון - כניסה ראשית,כ,כ,"371"
"3097","17",אשקלון,"1242",נתיב העשרה,1.2,"1",נתיב העשרה,מועדון - כניסה ראשית, , ,"371"
"3098","17",אשקלון,"2046",סגולה,1,"1",סגולה,מזכירות,כ,כ,"446"
"3099","17",אשקלון,"826",עוזה,1,"1",עוזה,מועדון עוזה,כ,כ,"342"
"3100","17",אשקלון,"32",עוצם,1,"1",עוצם,מועדון,כ,כ,"463"
"3101","17",אשקלון,"1149",עזר,1,"1",עזר,מועדון נוער,כ,כ,"609"
"3102","17",אשקלון,"817",עזריקם,1,"1",עזריקם,בית העם,כ,כ,"465"
"3103","17",אשקלון,"817",עזריקם,2,"1",עזריקם,בית העם,כ, ,"527"
"3104","17",אשקלון,"622",עין צורים,1,"1",עין צורים,מועדון שי,כ,כ,"470"
"3105","17",אשקלון,"593",ערוגות,1,"1",ערוגות,בית העם,כ,כ,"695"
"3106","17",אשקלון,"2630",קרית גת,57.1,"31","גאון הירדן,2 ",סמינר בית יעקב גור, , ,"526"
"3107","17",אשקלון,"2630",קרית גת,57.2,"31","גאון הירדן,2 ",סמינר בית יעקב גור, , ,"526"
"3108","17",אשקלון,"2630",קרית גת,57.3,"31","גאון הירדן,2 ",סמינר בית יעקב גור, , ,"526"
"3109","17",אשקלון,"2630",קרית גת,57.4,"31","גאון הירדן,2 ",סמינר בית יעקב גור, , ,"526"
"3110","17",אשקלון,"2630",קרית גת,63,"34","שד מלכי ישראל,81 ",בית מלכה בעלז, , ,"558"
"3111","17",אשקלון,"2630",קרית גת,65,"34","שד מלכי ישראל,81 ",בית מלכה בעלז, , ,"586"
"3112","17",אשקלון,"2630",קרית גת,72,"25","בית יוסף,18 ",מרכז מעלה - קהילתי גוגנהיים,כ,כ,"596"
"3113","17",אשקלון,"2630",קרית גת,77.1,"36","הנרייטה סאלד,5 ",בית הספר הממלכתי דתי שבזי,כ,כ,"355"
"3114","17",אשקלון,"2630",קרית גת,77.2,"36","הנרייטה סאלד,5 ",בית הספר הממלכתי דתי שבזי, , ,"354"
"3115","17",אשקלון,"2630",קרית גת,80.1,"35","שדרות אבני החושן,74 ",בית ספר אורט כרמי גת,כ,כ,"639"
"3116","17",אשקלון,"2630",קרית גת,80.2,"35","שדרות אבני החושן,74 ",בית ספר אורט כרמי גת, , ,"639"
"3117","17",אשקלון,"2630",קרית גת,80.3,"35","שדרות אבני החושן,74 ",בית ספר אורט כרמי גת, , ,"639"
"3118","17",אשקלון,"2630",קרית גת,80.4,"35","שדרות אבני החושן,74 ",בית ספר אורט כרמי גת, , ,"639"
"3119","17",אשקלון,"564",רבדים,1,"1",רבדים,מועדון לקשיש,כ,כ,"643"
"3120","17",אשקלון,"2051",רווחה,1,"1",רווחה,מועדון,כ,כ,"415"
"3121","17",אשקלון,"362",רוחמה,1,"1",רוחמה,מזכירות,כ,כ,"550"
"3122","17",אשקלון,"36",שדה דוד,1,"1",שדה דוד,מועדון, , ,"449"
"3123","17",אשקלון,"293",שדה יואב,1,"1",שדה יואב,מזכירות,כ,כ,"398"
"3124","17",אשקלון,"18",שדה משה,1,"1",שדה משה,בית העם, , ,"405"
